,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19
312,BRACS_736_N_6,0,0.0,0.0,0.3098147,0.0,0.0,0.0,0.0,0.0,0.0,0.52124006,0.81578493,0.0,0.0,0.0,4.3646913,0.0,1.3685141,0.64683956,3.451007,0.0
313,BRACS_736_N_8,0,0.0,0.0,0.07192545,0.0,0.021144394,0.0,0.0,0.0,0.0,0.17826608,0.23243938,0.0,0.0,0.0,1.6415215,0.0,0.05011049,0.33421704,1.4178588,0.0
314,BRACS_747_N_35,0,0.0,0.0,0.1045274,0.0,0.0,0.0,0.0,0.0,0.0,0.41449615,0.46173415,0.0,0.0,0.0,3.3775053,0.0,0.0,0.92774034,2.8077714,0.0
315,BRACS_749_N_14,0,0.0,0.0,0.21377175,0.0,0.0,0.0,0.0,0.0,0.0,0.33419272,0.47771814,0.0,0.0,0.0,2.7918334,0.0,0.5137169,0.5717626,2.2910814,0.0
316,BRACS_758_N_1,0,0.0,0.0,0.19400302,0.0,0.0,0.0,0.0,0.0,0.0,0.45126915,0.7133072,0.0,0.0,0.0,3.9710588,0.0,0.91542315,0.67971873,3.1447182,0.0
317,BRACS_758_N_2,0,0.0,0.0,0.29903167,0.0,0.0,0.0,0.0,0.0,0.0,0.61633116,0.99308586,0.0,0.0,0.0,4.7725954,0.0,1.1155192,0.66108334,3.4422746,0.0
318,BRACS_758_N_3,0,0.0,0.0,0.4319784,0.0,0.0,0.0,0.0,0.0,0.0,0.69239426,1.116063,0.0,0.0,0.0,5.440551,0.0,1.9363813,0.66135734,4.190838,0.0
319,BRACS_760_N_1,0,0.0,0.0,0.08971357,0.0,0.0,0.0,0.0,0.0,0.0,0.23748662,0.31272542,0.0,0.0,0.0,2.2706537,0.0,0.028283834,0.5654359,1.972201,0.0
320,BRACS_760_N_10,0,0.0,0.0,0.21277712,0.0,0.0,0.0,0.0,0.0,0.0,0.3542724,0.6590766,0.0,0.0,0.0,3.7021577,0.0,0.64812005,0.74615335,3.0018291,0.0
321,BRACS_760_N_11,0,0.0,0.0,0.34594935,0.0,0.0,0.0,0.0,0.0,0.0,0.6930415,1.3865712,0.0,0.0,0.0,6.597459,0.0,1.0112156,1.0028061,4.5858946,0.0
322,BRACS_760_N_12,0,0.0,0.0,0.24965768,0.0,0.0,0.0,0.0,0.0,0.0,0.36180064,0.6232186,0.0,0.0,0.0,3.3704493,0.0,0.84165347,0.57725877,2.7089312,0.0
323,BRACS_760_N_13,0,0.0,0.0,0.12952533,0.0,0.0,0.0,0.0,0.0,0.0,0.22830172,0.38904807,0.0,0.0,0.0,2.0057101,0.0,0.5156703,0.26656803,1.5263077,0.0
324,BRACS_760_N_14,0,0.0,0.0,0.21106741,0.0,0.0,0.0,0.0,0.0,0.0,0.35424793,0.592528,0.0,0.0,0.0,3.3150518,0.0,0.6854085,0.6159604,2.673666,0.0
325,BRACS_760_N_15,0,0.0,0.0,0.17216524,0.0,0.0,0.0,0.0,0.0,0.0,0.45045212,0.78927016,0.0,0.0,0.0,4.182727,0.0,0.95890075,0.68986917,3.2605786,0.0
326,BRACS_760_N_16,0,0.0,0.0,0.27158904,0.0,0.0,0.0,0.0,0.0,0.0,0.4495573,0.80585885,0.0,0.0,0.0,3.8063993,0.0,0.9732661,0.5040501,2.7820754,0.0
327,BRACS_760_N_17,0,0.0,0.0,0.13266183,0.0,0.0,0.0,0.0,0.0,0.0,0.24280366,0.4203564,0.0,0.0,0.0,2.635195,0.0,0.25768542,0.6091027,2.2063923,0.0
328,BRACS_760_N_18,0,0.0,0.0,0.31757116,0.0,0.0,0.0,0.0,0.0,0.0,0.45012587,0.7718501,0.0,0.0,0.0,3.7486067,0.0,1.5013759,0.36112097,2.8509583,0.0
329,BRACS_760_N_2,0,0.0,0.0,0.2310441,0.0,0.0,0.0,0.0,0.0,0.0,0.4463874,0.79700017,0.0,0.0,0.0,4.3904386,0.0,0.81811553,0.8209722,3.4554553,0.0
330,BRACS_760_N_3,0,0.0,0.0,0.17008449,0.0,0.0,0.0,0.0,0.0,0.0,0.25979996,0.41524783,0.0,0.0,0.0,2.4093828,0.0,0.53999656,0.40510622,2.0434804,0.0
331,BRACS_760_N_4,0,0.0,0.0,0.212611,0.0,0.0,0.0,0.0,0.0,0.0,0.36805016,0.6415725,0.0,0.0,0.0,3.7186744,0.0,0.6811668,0.7658141,3.0590084,0.0
332,BRACS_760_N_5,0,0.0,0.0,0.1428406,0.0,0.0,0.0,0.0,0.0,0.0,0.2503635,0.42576993,0.0,0.0,0.0,2.244138,0.0,0.42764193,0.35636148,1.7241971,0.0
333,BRACS_760_N_6,0,0.0,0.0,0.020381656,0.0,0.0,0.0,0.0,0.0,0.0,0.21978179,0.31785256,0.0,0.0,0.0,2.2034194,0.0,0.0,0.45580626,1.8550956,0.0
334,BRACS_760_N_7,0,0.0,0.0,0.088112146,0.0,0.0,0.0,0.0,0.0,0.0,0.23861569,0.33911797,0.0,0.0,0.0,2.3520777,0.0,0.07002519,0.55199414,2.0371416,0.0
335,BRACS_760_N_8,0,0.0,0.0,0.14964847,0.0,0.0,0.0,0.0,0.0,0.0,0.25181234,0.3873805,0.0,0.0,0.0,2.4324894,0.0,0.28663218,0.5229644,2.0429778,0.0
336,BRACS_760_N_9,0,0.0,0.0,0.13973828,0.0,0.09677032,0.0,0.09536791,0.0,0.0,0.2408923,0.42371035,0.0,0.0,0.0,2.239679,0.019194335,0.5428164,0.25221252,1.8091276,0.03305784
337,BRACS_761_N_1,0,0.0,0.0,0.15507288,0.0,0.0,0.0,0.0,0.0,0.0,0.31206065,0.4825452,0.0,0.0,0.0,3.0770507,0.0,0.45592815,0.72811145,2.6418796,0.0
338,BRACS_761_N_2,0,0.0,0.0,0.43543822,0.0,0.0,0.0,0.0,0.0,0.0,0.5373428,0.86551845,0.0,0.0,0.0,4.333212,0.0,1.6732336,0.6012475,3.491245,0.0
339,BRACS_761_N_4,0,0.0,0.0,0.19544645,0.0,0.0,0.0,0.0,0.0,0.0,0.29079184,0.46633503,0.0,0.0,0.0,2.7031782,0.0,0.62442166,0.47933018,2.3016255,0.0
340,BRACS_773_N_33,0,0.0,0.0,0.3116569,0.0,0.0,0.0,0.0,0.0,0.0,0.45069203,0.76943356,0.0,0.0,0.0,3.5952752,0.0,1.3045119,0.35629368,2.654904,0.0
341,BRACS_773_N_98,0,0.0,0.0,0.30559748,0.0,0.0,0.0,0.0,0.0,0.0,0.4380373,0.70461905,0.0,0.0,0.0,3.3952029,0.0,1.317674,0.34772122,2.6147215,0.0
342,BRACS_1231_PB_11,1,0.0,0.0,0.03404977,0.0,0.0,0.0,0.0053787315,0.0,0.0,0.08408713,0.16142033,0.0,0.0,0.0,1.0076387,0.016723588,0.16254583,0.20252785,0.900007,0.0
343,BRACS_1231_PB_12,1,0.0,0.0,0.0768631,0.0,0.0,0.0,0.0,0.0,0.0,0.14009123,0.27826774,0.0,0.0,0.0,1.4456127,0.0,0.38240492,0.1841926,1.1063523,0.0
344,BRACS_1231_PB_13,1,1.0029296,0.0,0.0,0.0,0.63827693,0.0,0.9067559,0.0,0.0,0.13974148,0.18478814,0.0,0.263451,0.0,0.64153814,0.61722255,0.0,0.0,0.52132905,0.5167513
345,BRACS_1231_PB_14,1,0.0,0.0,0.273512,0.0,0.0,0.0,0.09027375,0.0,0.0,0.4068275,0.6465201,0.0,0.0,0.0,2.231213,0.0,1.1633422,0.0,1.606307,0.0
346,BRACS_1231_PB_16,1,3.2266192,0.0,0.0,0.0,1.6402733,0.0,2.4565845,0.0,0.0,0.16629831,0.36863348,0.0,0.5828199,0.0,0.0053541064,1.6394444,0.0,0.0,0.0,1.4995658
347,BRACS_1231_PB_17,1,1.6326337,0.0,0.0,0.0,0.99511635,0.0,1.3339684,0.0,0.0,0.07742293,0.20624444,0.0,0.502233,0.0,0.5992834,0.9751381,0.0,0.0,0.359672,1.0346955
348,BRACS_1231_PB_19,1,0.0,0.0,0.12642887,0.0,0.0,0.0,0.0,0.0,0.0,0.2031038,0.27851874,0.0,0.0,0.0,1.9062768,0.0,0.23273163,0.45125276,1.6267229,0.0
349,BRACS_1231_PB_20,1,0.0,0.0,0.045515604,0.0,0.0,0.0,0.05200486,0.0,0.0,0.14933088,0.24786319,0.0,0.0,0.0,1.2394992,0.037332073,0.008552488,0.11736222,0.8869571,0.0
350,BRACS_1231_PB_22,1,0.0,0.0,0.06714127,0.0,0.0,0.0,0.0,0.0,0.0,0.16758972,0.27227166,0.0,0.0,0.0,1.5897385,0.0,0.070249476,0.3139369,1.1894188,0.0
351,BRACS_1231_PB_24,1,0.0,0.0,0.039822675,0.0,0.0,0.0,0.0,0.0,0.0,0.10717884,0.18980674,0.0,0.0,0.0,1.2439519,0.0,0.07827155,0.25779772,1.040287,0.0
352,BRACS_1231_PB_29,1,0.0,0.0,0.1011882,0.0,0.0,0.0,0.0,0.0,0.0,0.18419203,0.28446975,0.0,0.0,0.0,1.6639463,0.0,0.21598147,0.30716738,1.3077683,0.0
353,BRACS_1231_PB_30,1,0.38973176,0.0,0.0,0.0,0.30518478,0.0,0.4648046,0.0,0.0,0.11074254,0.14891565,0.0,0.110209845,0.0,0.8650431,0.34589013,0.0,0.123169765,0.688599,0.24709024
354,BRACS_1231_PB_31,1,0.0,0.0,0.035640568,0.0,0.0,0.0,0.0,0.0,0.0,0.16179079,0.20212258,0.0,0.0,0.0,1.4374293,0.0,0.0,0.3467813,1.0959781,0.0
355,BRACS_1231_PB_33,1,2.8584185,0.0,0.0,0.0,1.6475072,0.0,2.326792,0.0,0.041307323,0.08990538,0.25025144,0.0,1.0094688,0.0,0.13531268,1.676167,0.0,0.0,0.0,1.8117764
356,BRACS_1231_PB_34,1,1.1443634,0.0,0.0,0.0,0.7555138,0.0,1.0899343,0.0,0.0,0.099437475,0.12446464,0.0,0.58449596,0.0,0.5799444,0.75475127,0.0,0.0,0.50674,0.7936578
357,BRACS_1231_PB_37,1,0.0,0.0,0.05610928,0.0,0.0,0.0,0.0,0.0,0.0,0.18162103,0.22750458,0.0,0.0,0.0,1.6390685,0.0,0.0,0.3992749,1.3353014,0.0
358,BRACS_1231_PB_39,1,0.0,0.0,0.16546628,0.0,0.0,0.0,0.0,0.0,0.0,0.3391517,0.51033247,0.0,0.0,0.0,2.8365455,0.0,0.36809295,0.52750057,2.0483305,0.0
359,BRACS_1231_PB_40,1,0.0,0.0,0.0980542,0.0,0.0,0.0,0.0,0.0,0.0,0.15505603,0.23107333,0.0,0.0,0.0,1.6046008,0.0,0.1635105,0.38937148,1.4061283,0.0
360,BRACS_1231_PB_41,1,0.0,0.0,0.060699597,0.0,0.0,0.0,0.0,0.0,0.0,0.14746968,0.22203308,0.0,0.0,0.0,1.4872656,0.0,0.06464723,0.3474354,1.2135221,0.0
361,BRACS_1231_PB_43,1,0.5015456,0.0,0.0,0.0,0.3172285,0.0,0.5242531,0.0,0.0,0.09376553,0.16372919,0.0,0.024634488,0.0,0.80904067,0.36607593,0.0,0.0575387,0.6350222,0.279625
362,BRACS_1231_PB_44,1,1.6454128,0.0,0.0,0.0,1.0115396,0.0,1.4437959,0.0,0.0,0.09134804,0.13888767,0.0,0.7489673,0.0,0.3609171,1.0209943,0.0,0.0,0.27833274,1.0613065
363,BRACS_1231_PB_46,1,0.0,0.0,0.12858033,0.0,0.0,0.0,0.0,0.0,0.0,0.17069016,0.34011415,0.0,0.0,0.0,1.5606084,0.0,0.5851404,0.10903977,1.1855158,0.0
364,BRACS_1231_PB_47,1,1.132524,0.0,0.0,0.0,0.48719686,0.0,0.9339914,0.0,0.0,0.11565855,0.25235498,0.0,0.0,0.0,0.6827454,0.6521552,0.0,0.0,0.34742936,0.5476848
365,BRACS_1231_PB_48,1,0.0,0.0,0.11327404,0.0,0.0,0.0,0.091377914,0.0,0.0,0.16483518,0.32744545,0.0,0.0,0.0,1.4630834,0.050640404,0.5444228,0.049901478,1.1420563,0.0
366,BRACS_1231_PB_49,1,0.0,0.0,0.071274556,0.0,0.0,0.0,0.013021362,0.0,0.0,0.12893023,0.2222606,0.0,0.0,0.0,1.1658587,0.0,0.2589489,0.17148997,0.9849189,0.0
367,BRACS_1231_PB_5,1,0.0,0.0,0.012913801,0.0,0.0,0.0,0.029202968,0.0,0.0,0.102375716,0.16664085,0.0,0.0,0.0,1.1362989,0.030999556,0.0,0.23487782,0.9317774,0.0
368,BRACS_1231_PB_50,1,0.0,0.0,0.058784597,0.0,0.0,0.0,0.062139485,0.0,0.0,0.15727398,0.31450775,0.0,0.0,0.0,1.2583199,0.06663595,0.104731634,0.018725052,0.78547835,0.0
369,BRACS_1231_PB_55,1,0.0,0.0,0.09096655,0.0,0.0,0.0,0.11300294,0.0,0.0,0.19462854,0.28691563,0.0,0.0,0.0,1.3486897,0.040729113,0.1538128,0.1091508,1.0119369,0.0
370,BRACS_1231_PB_56,1,0.0,0.0,0.22905003,0.0,0.0,0.0,0.0,0.0,0.0,0.30427217,0.5091374,0.0,0.0,0.0,2.38525,0.0,0.9536889,0.2314511,1.84197,0.0
371,BRACS_1231_PB_57,1,0.3825428,0.0,0.0,0.0,0.22832493,0.0,0.3706417,0.0,0.0,0.14994726,0.27786306,0.0,0.0,0.0,1.2423792,0.3170111,0.0,0.03180331,0.793305,0.23243669
372,BRACS_1231_PB_6,1,0.0,0.0,0.043235958,0.0,0.0,0.0,0.0,0.0,0.0,0.113618135,0.1820902,0.0,0.0,0.0,1.2192502,0.0,0.085103266,0.2656437,1.0360782,0.0
373,BRACS_1231_PB_62,1,0.0,0.0,0.011925966,0.0,0.0,0.0,0.06515272,0.0,0.0,0.16653363,0.28539968,0.0,0.0,0.0,1.2018503,0.11190789,0.15092526,0.049542658,0.7733854,0.0
374,BRACS_1231_PB_7,1,1.2393479,0.0,0.0,0.0,0.74156487,0.0,1.0901976,0.0,0.0,0.04827037,0.21369609,0.0,0.30690283,0.0,0.7811171,0.79367137,0.0,0.0,0.39869526,0.9150503
375,BRACS_1235_PB_1,1,1.0480682,0.0,0.0,0.0,0.61712205,0.0,0.94528687,0.0,0.0,0.1261834,0.25380278,0.0,0.23943672,0.0,0.78907,0.66189134,0.16118205,0.0,0.47264114,0.65983623
376,BRACS_1235_PB_10,1,1.8872017,0.0,0.0,0.0,1.150227,0.0,1.5949212,0.0,0.0,0.077749684,0.18534142,0.0,0.7462254,0.0,0.36546028,1.1821944,0.0,0.0,0.0,1.3512666
377,BRACS_1235_PB_13,1,0.0,0.0,0.05764047,0.0,0.04698898,0.0,0.0,0.0,0.0,0.15325846,0.18187399,0.0,0.0,0.0,1.3162638,0.0,0.041210975,0.3026022,1.1876252,0.0
378,BRACS_1235_PB_16,1,0.68568283,0.0,0.0,0.0,0.53012085,0.0,0.72893333,0.0,0.0,0.12042418,0.14749861,0.0,0.37231728,0.0,0.8559402,0.4969113,0.0,0.08772824,0.80753684,0.47940207
379,BRACS_1235_PB_17,1,0.82835317,0.0,0.0,0.0,0.6360321,0.0,0.82154787,0.0,0.0,0.083079785,0.19319479,0.0,0.33048618,0.0,0.89901924,0.58990425,0.0,0.0,0.5966642,0.72299933
380,BRACS_1235_PB_2,1,0.069287926,0.0,0.032788895,0.0,0.26875174,0.0,0.23474255,0.0,0.0,0.14547142,0.18419622,0.0,0.093871064,0.0,1.2710055,0.13753808,0.0006922558,0.18385,1.1465877,0.22752793
381,BRACS_1235_PB_20,1,3.5296476,0.0,0.0,0.0,2.295525,0.0,2.9706736,0.0,0.0,0.013204113,0.1941943,0.0,1.5271767,0.0,0.19663946,2.1290944,0.0,0.0,0.0,2.4924424
382,BRACS_1235_PB_21,1,0.0,0.0,0.06583775,0.0,0.10434365,0.0,0.0555785,0.0,0.0,0.14639783,0.18957894,0.0,0.0,0.0,1.2486295,0.04596141,0.1714319,0.25543538,1.1688538,0.0
383,BRACS_1235_PB_22,1,1.0301702,0.0,0.0,0.0,0.7003591,0.0,0.9906928,0.0,0.0,0.11711642,0.15056306,0.0,0.5380027,0.0,0.7389002,0.6801569,0.0,0.01595319,0.7026167,0.6991664
384,BRACS_1235_PB_23,1,3.4282022,0.0,0.0,0.0,2.1707034,0.0,2.815256,0.0,0.0,0.0,0.15220597,0.0,1.570255,0.0,0.1452019,2.0403016,0.0,0.0,0.0,2.334771
385,BRACS_1235_PB_24,1,0.26145333,0.0,0.0,0.0,0.36511913,0.0,0.40198493,0.0,0.0,0.12633808,0.19541825,0.0,0.13990346,0.0,1.2600058,0.30092305,0.0,0.17809175,1.0662234,0.33072138
386,BRACS_1235_PB_26,1,1.353866,0.0,0.0,0.0,0.94417214,0.0,1.2282394,0.0,0.0,0.072411016,0.11915469,0.0,0.7362539,0.0,0.6260711,0.8667663,0.0,0.0,0.5107424,1.051893
387,BRACS_1235_PB_27,1,0.0,0.0,0.084737875,0.0,0.0,0.0,0.0,0.0,0.0,0.22364727,0.3818851,0.0,0.0,0.0,1.5608631,0.0,0.49201638,0.055740394,1.0549508,0.0
388,BRACS_1235_PB_29,1,0.0,0.0,0.029129863,0.0,0.0048856065,0.0,0.0,0.0,0.0,0.13678485,0.16473171,0.0,0.0,0.0,1.2668446,0.0,0.0,0.30709553,1.1060609,0.0
389,BRACS_1235_PB_3,1,0.0,0.0,0.074934304,0.0,0.0,0.0,0.0,0.0,0.0,0.12690254,0.19629143,0.0,0.0,0.0,1.3097197,0.0,0.24099527,0.2990178,1.1572566,0.0
390,BRACS_1235_PB_30,1,1.2128583,0.0,0.056987375,0.0,0.3020536,0.0,0.9106845,0.0,0.0,0.37094527,0.58123046,0.0,0.0,0.0,1.5295181,0.47554743,0.41712493,0.0,0.65565795,0.5511948
391,BRACS_1235_PB_34,1,0.0,0.0,0.018006068,0.0,0.06500788,0.0,0.07559826,0.0,0.0,0.11716579,0.19018915,0.0,0.0,0.0,1.2574368,0.06613084,0.0,0.24308181,1.0459659,0.0075766146
392,BRACS_1235_PB_35,1,1.3078614,0.0,0.0,0.0,0.8977102,0.0,1.2129872,0.0,0.0,0.0820677,0.12510766,0.0,0.7325047,0.0,0.6295859,0.85565764,0.0,0.0,0.55996794,0.98469454
393,BRACS_1235_PB_36,1,0.0,0.0,0.09108423,0.0,0.0,0.0,0.0,0.0,0.0,0.13738015,0.2119602,0.0,0.0,0.0,1.3553802,0.0,0.33168876,0.30061024,1.200205,0.0
394,BRACS_1235_PB_37,1,1.5833191,0.0,0.0,0.0,1.2206011,0.0,1.3674067,0.0,0.0,0.09884766,0.20553662,0.0,0.81248134,0.0,1.0457985,0.99480844,0.0,0.0,0.70076823,1.3243585
395,BRACS_1235_PB_4,1,0.0,0.0,0.10435659,0.0,0.047685415,0.0,0.0,0.0,0.0,0.12893438,0.20798698,0.0,0.0,0.0,1.2602879,0.0,0.4106353,0.24247289,1.2204752,0.0
396,BRACS_1235_PB_40,1,0.5811801,0.0,0.0,0.0,0.50750196,0.0,0.6442836,0.0,0.0,0.12613162,0.15321888,0.0,0.36436737,0.0,0.95522946,0.42386442,0.0,0.08351357,0.90361875,0.5080199
397,BRACS_1235_PB_41,1,0.0,0.0,0.09070301,0.0,0.06609325,0.0,0.067358255,0.0,0.0,0.15305245,0.30816415,0.0,0.0,0.0,1.5207756,0.056249164,0.52595216,0.1208192,1.2080193,0.0
398,BRACS_1235_PB_43,1,0.31522077,0.0,0.0015666783,0.0,0.1116752,0.0,0.39681396,0.0,0.0,0.107483596,0.26760885,0.0,0.0,0.0,1.0934069,0.29337695,0.06585555,0.0,0.70968163,0.25902602
399,BRACS_1235_PB_5,1,0.0,0.0,0.009795066,0.0,0.15814713,0.0,0.18292607,0.0,0.0,0.12142803,0.15586522,0.0,0.015088942,0.0,1.1275063,0.11419564,0.0,0.21744336,1.005702,0.076181516
400,BRACS_1235_PB_6,1,0.44685596,0.0,0.0,0.0,0.44806796,0.0,0.53972065,0.0,0.0,0.13204178,0.14778747,0.0,0.2795913,0.0,1.1077402,0.34121522,0.0,0.13730718,0.9397198,0.43441734
401,BRACS_1235_PB_7,1,0.54303664,0.0,0.0,0.0,0.50509953,0.0,0.5856859,0.0,0.0,0.07919741,0.1724351,0.0,0.26782763,0.0,1.0025249,0.4341889,0.0,0.046724953,0.8171282,0.5295089
402,BRACS_1238_PB_12,1,3.8595455,0.0,0.0,0.0,2.0462384,0.0,3.0477102,0.0,0.0,0.26313415,0.4103303,0.0,0.9082492,0.0,0.047935285,1.9577433,0.0,0.0,0.0,1.8481102
403,BRACS_1238_PB_13,1,3.8072457,0.0,0.0,0.0,2.2481856,0.0,3.0831409,0.0,0.0,0.06062935,0.23262861,0.0,1.4784048,0.0,0.0,2.11988,0.0,0.0,0.0,2.3455198
404,BRACS_1238_PB_16,1,2.8749502,0.0,0.0,0.0,1.5639011,0.0,2.3114119,0.0,0.0,0.12028353,0.26464337,0.0,0.8997235,0.0,0.0,1.6897534,0.0,0.0,0.0,1.607383
405,BRACS_1238_PB_17,1,2.8029368,0.0,0.0,0.0,1.4991076,0.0,2.1392665,0.0,0.0,0.21637648,0.44308895,0.0,0.52550614,0.0,0.5186321,1.4965441,0.0,0.0,0.00090586394,1.3927498
406,BRACS_1238_PB_18,1,1.0492893,0.0,0.0,0.0,0.74991167,0.0,1.0055872,0.0,0.0,0.10912956,0.14585629,0.0,0.58746696,0.0,0.8340587,0.69963187,0.0,0.0075809583,0.744436,0.7851884
407,BRACS_1238_PB_2,1,1.4746139,0.0,0.0,0.0,0.87869227,0.0,1.2783533,0.0,0.0,0.16641457,0.21422857,0.0,0.426641,0.0,0.55790937,0.8295517,0.0,0.0,0.5437208,0.7356401
408,BRACS_1238_PB_21,1,4.4894414,0.0,0.0,0.0,2.8266425,0.0,3.6343966,0.0,0.0,0.0,0.18180104,0.0,2.06072,0.0,0.0,2.6368523,0.0,0.0,0.0,3.0109549
409,BRACS_1238_PB_24,1,1.8969207,0.0,0.0,0.0,1.2350892,0.0,1.6231583,0.0,0.0,0.03242194,0.11793341,0.0,0.9408741,0.0,0.32090813,1.1952438,0.0,0.0,0.16372058,1.3734565
410,BRACS_1238_PB_25,1,2.1171227,0.0,0.0,0.0,1.048167,0.0,1.7104152,0.0,0.0,0.13763241,0.27710724,0.0,0.4025167,0.0,0.21165538,1.2241194,0.0,0.0,0.0,1.039811
411,BRACS_1238_PB_26,1,2.4995568,0.0,0.0,0.0,1.3735869,0.0,1.9836988,0.0,0.008083656,0.17636207,0.27654412,0.0,0.6695188,0.0,0.25875476,1.2226136,0.0,0.0,0.2229205,1.2828283
412,BRACS_1238_PB_29,1,3.939008,0.0,0.0,0.0,2.0557373,0.0,3.0418577,0.0,0.0,0.28700435,0.4469217,0.0,0.80200213,0.0,0.07935428,1.8862119,0.0,0.0,0.022948518,1.8346424
413,BRACS_1238_PB_3,1,3.017383,0.0,0.0,0.0,1.4547341,0.0,2.2424738,0.0,0.0,0.24141756,0.50800884,0.0,0.3648774,0.0,0.4596994,1.4712589,0.0,0.0,0.0,1.3988187
414,BRACS_1238_PB_32,1,2.393201,0.0,0.0,0.0,1.2411885,0.0,1.9073135,0.0,0.0,0.14405751,0.28013942,0.0,0.5390173,0.0,0.09941761,1.3261313,0.0,0.0,0.0,1.1759758
415,BRACS_1238_PB_33,1,2.8470259,0.0,0.0,0.0,1.4986973,0.0,2.2846434,0.0,0.0,0.1459791,0.29335475,0.0,0.7288776,0.0,0.0,1.617646,0.0,0.0,0.0,1.4370246
416,BRACS_1238_PB_4,1,1.2080739,0.0,0.0,0.0,0.8089421,0.0,1.1179477,0.0,0.0,0.10044807,0.13561179,0.0,0.63951105,0.0,0.6176519,0.78331405,0.0,0.0,0.5640389,0.8492558
417,BRACS_1238_PB_40,1,1.4895474,0.0,0.0,0.0,0.97563875,0.0,1.3706789,0.0,0.0,0.11272967,0.14763,0.0,0.7829638,0.0,0.6630362,0.9480203,0.0,0.0,0.59390146,1.0346278
418,BRACS_1238_PB_41,1,3.1807237,0.0,0.0,0.0,1.9194322,0.0,2.6317487,0.0,0.0,0.0015663309,0.14307044,0.0,1.4454992,0.0,0.01268873,1.8913202,0.0,0.0,0.0,2.120972
419,BRACS_1238_PB_45,1,1.619953,0.0,0.0,0.0,1.0908548,0.0,1.4489582,0.0,0.0,0.099304706,0.14850226,0.0,0.8682781,0.0,0.71276087,1.0382481,0.0,0.0,0.6077134,1.1835315
420,BRACS_1238_PB_47,1,3.592099,0.0,0.0,0.0,2.0874436,0.0,2.8762639,0.0,0.017887466,0.08147524,0.25888813,0.0,1.2241907,0.0,0.0,2.0476382,0.0,0.0,0.0,2.127807
421,BRACS_1238_PB_51,1,3.7606032,0.0,0.0,0.0,2.1209214,0.0,3.0777519,0.0,0.0,0.17010695,0.32952526,0.0,1.229856,0.0,0.14608616,2.0522902,0.0,0.0,0.012854837,2.03526
422,BRACS_1238_PB_52,1,1.2821553,0.0,0.0,0.0,0.71629393,0.0,1.1168704,0.0,0.0,0.12411423,0.20220743,0.0,0.32065982,0.0,0.43573856,0.7810036,0.0,0.0,0.30633956,0.6471933
423,BRACS_1238_PB_53,1,3.6558104,0.0,0.0,0.0,2.0195854,0.0,2.9550629,0.0,0.0,0.2175007,0.3626507,0.0,1.0535973,0.0,0.18848413,1.9204262,0.0,0.0,0.08332823,1.8816295
424,BRACS_1238_PB_55,1,0.7424127,0.0,0.0,0.0,0.54852587,0.0,0.72848016,0.0,0.0,0.102666765,0.15738769,0.0,0.27993202,0.0,0.8443103,0.53640217,0.0,0.04501181,0.7343816,0.47940636
425,BRACS_1238_PB_9,1,4.078394,0.0,0.0,0.0,2.582016,0.0,3.3356118,0.0,0.0,0.0,0.15632038,0.0,1.9591426,0.0,0.0,2.4503086,0.0,0.0,0.0,2.7847164
426,BRACS_1239_PB_1,1,1.1004964,0.0,0.013908118,0.0,0.6103488,0.0,0.9355327,0.0,0.0,0.17139088,0.25138137,0.0,0.030483022,0.0,0.6674384,0.5901662,0.13756427,0.0,0.6317117,0.42647794
427,BRACS_1239_PB_2,1,1.0970286,0.0,0.023581829,0.0,0.7358277,0.0,0.93872374,0.0,0.0,0.14680478,0.24574064,0.0,0.22627145,0.0,0.79258275,0.6458349,0.25131923,0.0,0.7841559,0.5497558
428,BRACS_1239_PB_3,1,0.8089095,0.0,0.09817606,0.0,0.6072804,0.0,0.845108,0.0,0.0,0.20536749,0.30372223,0.0,0.13972446,0.0,1.2722906,0.52679384,0.44952375,0.025296122,1.2084905,0.4793419
429,BRACS_1239_PB_4,1,0.41930687,0.0,0.108310744,0.0,0.34885544,0.0,0.47616896,0.0,0.0013573691,0.18046902,0.26290682,0.0,0.0,0.0,1.0845876,0.3003295,0.42577302,0.10537043,1.1042353,0.1050967
430,BRACS_1239_PB_5,1,0.10946228,0.0,0.045919247,0.0,0.27424276,0.0,0.3000191,0.0,0.0,0.14503813,0.21541478,0.0,0.05265984,0.0,1.2744099,0.1986159,0.13463515,0.1931965,1.1890177,0.14451703
431,BRACS_1239_PB_6,1,2.8492596,0.0,0.0,0.0,1.8440198,0.0,2.4215255,0.0,0.0,0.058622833,0.18029605,0.0,1.4379562,0.0,0.53059524,1.7493513,0.0,0.0,0.3830272,1.9820194
432,BRACS_1239_PB_7,1,3.2153127,0.0,0.0,0.0,1.9648318,0.0,2.6666977,0.0,0.0,0.088460535,0.21983011,0.0,1.3968624,0.0,0.34167707,1.8584572,0.0,0.0,0.20805074,2.0432475
433,BRACS_1240_PB_1,1,1.4550353,0.0,0.0,0.0,0.8858007,0.0,1.3431566,0.0,0.0,0.18411061,0.19785966,0.0,0.47168207,0.0,0.74109507,0.8845753,0.0,0.0,0.64211833,0.75241566
