,image_names,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63
542,BRACS_1320_PB_9,0.401621,1.172316,0.34065658,0.30932927,0.45603645,0.33227703,0.480058,0.34270984,0.6271991,0.7707696,0.8174707,1.464576,0.6516548,0.29725933,0.76960474,0.0128597645,1.2119697,0.63701516,0.78494906,0.6982517,0.5591516,0.37217224,0.8393228,2.2500894,0.82263017,0.062462043,0.11783173,1.188101,1.8712941,2.0032642,1.0347528,1.1166679,0.27933645,0.57545894,1.2996716,0.14611097,0.33899918,0.7485326,0.5279895,1.2792383,1.0419348,1.0906415,0.9086343,-0.0004556214,1.0229449,1.7539119,0.92768675,2.1474054,0.6027636,0.20900783,0.22341456,0.79161114,0.06324899,0.35254908,0.8153007,0.037071355,1.1268628,0.6289759,0.11039863,0.22065032,0.66507375,0.07366076,0.3923901,1.2364082
543,BRACS_1322_PB_1,1.5062662,0.6058069,0.30239627,0.17399149,-0.024879104,0.19343008,0.10921268,-0.013420236,1.4091514,0.26750907,2.4266305,3.127961,0.6044111,0.028364083,0.0007616002,0.45167437,0.53619015,0.88332355,1.3342302,2.7705536,1.4297143,0.1519896,0.55710673,1.7444919,2.2614753,-0.012771073,0.0020710132,1.2091843,3.9516046,4.0354953,1.1029422,1.9369928,0.022117345,0.1805511,0.70475024,0.12906232,0.10262938,2.0192027,1.6710647,2.3168073,0.6651516,0.16455963,2.564394,0.13180275,2.8966713,3.6649957,0.45451522,2.105668,0.46794465,0.09131042,0.1103996,0.3037862,0.06438939,0.024350228,0.04876965,0.0059476746,0.19362196,0.3878441,-0.013162856,0.0141199995,1.6408834,0.04499321,-0.005594179,3.6745849
544,BRACS_1322_PB_2,0.7275,0.8312971,0.20092945,0.22490087,0.14509821,0.1608276,0.074076615,0.08530044,0.49632987,0.45814845,0.69855756,1.4655552,0.6025023,0.10481509,0.52590317,0.010245369,0.61095935,0.6448778,0.6601112,0.7431938,0.27447435,0.08427859,0.7620839,1.7852418,0.8029791,0.0025419162,0.008399258,0.8618905,1.6312131,1.8631767,0.48245054,0.7638635,0.052815326,0.1294403,0.593336,0.01320091,0.054301262,0.7578633,0.5099954,1.3034966,0.50793767,1.0085584,0.81985295,0.012905132,1.0309011,2.1627946,0.37532052,1.6671101,0.30036238,0.02207729,0.056655426,0.59871936,0.049336642,0.12051255,0.56699264,0.027029866,0.67557156,0.60118514,0.014528364,0.3614471,0.65579575,0.0866726,0.16496761,1.8222979
545,BRACS_1322_PB_3,0.73126435,1.252297,0.37781483,0.31008166,0.3869025,0.15715992,0.3319431,0.32902658,0.6623121,0.50728244,0.82706136,1.0089484,0.6628876,0.28365135,0.4782983,0.035041276,1.2145424,0.61055756,0.6296233,0.8625838,0.34005296,0.2749708,0.7771691,2.1266274,0.79523265,0.06566305,0.0654079,0.8948686,2.0311651,2.0820827,1.070327,1.1092933,0.17462486,0.43903625,1.0402318,0.08516072,0.30440325,0.8223391,0.2383109,1.5406339,0.8815102,0.8397195,0.8071736,0.005933569,0.90807134,2.3328235,0.5832623,2.075779,0.4877514,0.13263714,0.21673453,0.46594942,0.056283027,0.46829662,0.5455893,0.0548573,0.82770175,0.7764813,0.16541594,0.3338541,0.5698706,0.22675261,0.34415224,1.8259865
546,BRACS_1322_PB_4,0.7487,0.81548554,0.25543654,0.27706784,0.23421663,0.15648925,0.14727423,0.054652598,0.416739,0.4812052,0.6208774,1.4529525,0.7103238,0.10482633,0.54676867,0.0017429828,0.6726446,0.7093284,0.6869821,0.86147106,0.2341763,0.08413238,0.8931467,1.7591103,1.0080194,-0.00066643016,0.01290773,0.96299636,1.5642638,1.7345617,0.5286596,0.735591,0.061347693,0.17365845,0.5355992,0.037852548,0.048207242,0.81761414,0.4153165,1.4094466,0.40772727,1.0011481,0.63518107,0.024356045,0.88380206,2.3015811,0.32505265,1.6665272,0.22808018,0.056528036,0.027936766,0.6039198,0.024914736,0.12303908,0.707272,0.07364304,0.6643489,0.6464793,0.0038241358,0.34917307,0.7703188,0.05692817,0.20582794,1.8945932
547,BRACS_1322_PB_5,1.5650365,1.1538901,0.3653978,0.0749125,0.0035115664,0.111217216,0.20267878,0.10781348,1.4091461,0.39372733,2.1329887,2.3433187,0.45672053,0.0006458808,0.025571465,0.018179925,0.9692295,0.8296454,1.2528144,2.7748094,1.0655411,0.24590224,0.8499629,2.4671907,1.9040651,-0.001999411,-0.004184976,0.7188698,4.48008,4.4846845,1.6822314,2.0703712,-0.010421258,0.43339702,1.3580414,0.045359667,0.14728788,1.6751589,1.4726037,2.6289208,1.1151246,0.0563319,2.3958263,0.13658795,2.4689307,3.9331372,0.69738466,3.201818,0.5076383,0.11794503,0.2213407,0.17453158,0.009636455,0.09257345,0.08004183,-0.013075284,0.38275725,0.5838881,0.015378602,0.01093614,1.5126244,0.14229298,0.004332778,4.0030336
548,BRACS_1324_PB_1,1.4266524,1.8300228,0.72836465,0.41824603,0.3963438,0.16515906,0.57795775,0.09992466,1.3602408,0.29413062,1.331226,1.2865129,1.2038879,0.10846394,0.14227886,0.05689122,1.8666182,0.55774295,0.9152944,2.1063213,0.8033739,0.44248396,0.7323322,2.4546068,1.5731297,0.00848813,0.14915657,0.79628766,3.1328619,2.87159,1.6896774,1.6081557,0.0016882924,0.6444504,1.1244379,0.41624555,0.53170806,1.4246676,0.3495526,2.615969,0.9969873,0.396929,1.1962034,0.115865566,1.2433784,3.795295,0.8123667,2.689978,0.74754447,0.30369827,0.26268348,0.3982645,0.15105842,0.32514843,0.27609292,0.006343349,0.4713123,1.1677452,0.07466828,0.4187217,0.6641204,0.41176045,0.061565462,3.319034
549,BRACS_1324_PB_10,0.9801834,1.6628444,0.4333025,0.5973723,0.33564192,0.63973516,0.38337752,0.038911544,1.1921964,0.46455926,0.6951084,2.042606,1.3935043,0.17985481,0.65818924,0.026767079,1.4748435,0.30183497,0.7946982,1.0527077,0.62992376,0.2585274,0.5853658,2.1035185,0.8719395,0.18460676,0.11095014,1.4855622,1.942201,1.7182869,0.9514671,0.84805894,0.022626217,0.5961473,0.95313495,0.37910593,0.6648865,1.0191244,0.69949234,1.6541773,0.6828983,1.1637012,0.9270238,0.22266056,0.6958683,3.0366526,1.06044,2.1706235,0.59148204,0.21788868,0.18993041,1.1996742,0.08247937,0.34870312,0.60172385,0.012618572,0.876022,0.69370383,0.059952587,0.8212583,0.5070178,0.35623652,0.08680883,2.130141
550,BRACS_1324_PB_2,0.6123766,1.3039888,0.12961566,0.46713677,0.3786366,0.56358355,0.14932837,0.09638476,0.68371934,0.6155571,0.4218072,2.2213242,1.1524233,0.21562992,0.9099898,-0.006357075,0.9302328,0.49515247,0.48970652,0.63522166,0.6298465,0.102693416,0.754486,1.9558096,0.79172456,0.03983334,0.031220738,1.7060136,1.3997579,1.3503119,0.5239106,0.5007026,0.11528027,0.22750798,0.61002517,0.0946793,0.28470996,0.85512865,0.3920333,1.3632506,0.38658985,1.7299399,0.78049636,0.05871534,0.37273496,2.8827062,0.77211463,1.9542189,0.23869891,0.060346883,0.06317804,1.353174,0.022772556,0.29876506,1.0310634,0.03619727,1.1771421,0.55129087,0.028103147,0.79392195,0.515316,0.29695922,0.20587623,1.8948702
551,BRACS_1324_PB_3,1.4021137,1.4585303,0.77687484,0.27760994,0.21390827,0.16462797,0.4864945,0.09722976,1.349492,0.23216783,1.3148501,1.2905862,0.97514147,0.07738508,0.14222619,0.013241423,1.3990585,0.5799038,1.01904,2.2387683,0.59246606,0.36589545,0.8364273,2.0377839,1.6169242,0.0022270174,0.14618461,0.584998,3.0854275,2.993619,1.5981731,1.3928534,-0.0051357006,0.62799656,0.9941269,0.34900278,0.4239577,1.3054068,0.6881109,2.4855032,0.84553933,0.33302674,1.2220255,0.22877513,1.2322943,3.5966413,0.668787,2.3885477,0.56976676,0.28793868,0.2618386,0.31232136,0.115149535,0.11634974,0.21580736,-0.0010300112,0.3748001,0.9096781,0.073807776,0.24770136,1.0685058,0.2520028,0.05716643,3.3854816
552,BRACS_1324_PB_4,0.955391,0.90889746,0.30092013,0.37740627,0.34698376,0.28066117,0.23221466,0.08377045,0.6724462,0.54573643,0.5793253,1.5526166,0.8449974,0.12624192,0.5810578,-0.006212657,0.82959497,0.76588494,0.65318435,1.0307035,0.48651055,0.11340359,1.0772939,1.8060384,1.3680623,-0.00043747522,0.034696102,1.1451434,1.9181988,1.9972538,0.75844973,0.7126637,0.10536551,0.3286296,0.64231825,0.13982815,0.24044472,1.1442542,0.46206948,1.5297904,0.44293126,0.9792121,0.78590083,0.1291264,0.5452111,2.754625,0.46573105,1.9954542,0.1990646,0.08211686,0.063247725,0.68020475,0.020523595,0.28948423,0.7886647,0.07828596,0.80914026,0.60659236,0.018331805,0.33618835,0.8860086,0.24931064,0.26921734,2.1067834
553,BRACS_1324_PB_5,1.3761299,1.5234498,0.40407673,0.32642886,0.13384321,0.30324465,0.18298656,0.049881484,1.4562762,0.31873947,1.2314008,2.0638478,1.0582238,0.22744876,0.2468278,-0.0041358657,1.153336,0.57842237,0.7482262,1.8999826,0.6007149,0.16588633,0.7819951,2.1711497,1.2638601,0.0043017026,0.019892797,1.1011127,2.803117,2.759199,1.1160979,1.0634787,-0.007025325,0.30356744,0.7067332,0.07194977,0.22214195,1.1599127,0.9990775,2.3133504,0.6208673,0.66079164,1.5414193,0.2126051,1.4453614,3.8072271,0.6346908,2.381393,0.3145412,0.07905863,0.14991504,0.75497293,0.015281831,0.078307204,0.22659138,-0.01586151,0.37075683,0.77550924,0.035548635,0.4572886,1.063327,0.22112484,0.020969091,3.567301
554,BRACS_1324_PB_6,0.8621913,1.1688628,0.26287925,0.31483495,0.25403717,0.34639168,0.2794242,0.14648324,0.70599,0.58929324,0.75877184,1.5773668,0.8210805,0.15210132,0.56230086,0.0050740377,1.0259179,0.5837145,0.75067073,0.9724532,0.38925597,0.1942869,0.7875884,2.1683466,1.0627139,0.010582826,0.04353519,1.075177,2.0309536,2.1882124,0.87519974,0.95524037,0.062218945,0.37974977,1.002152,0.09379811,0.21067435,0.83160794,0.5944266,1.5161783,0.7683214,0.9160837,0.8746534,0.026289036,0.963053,2.4980354,0.6615408,2.1602824,0.3596049,0.11126581,0.12913969,0.7451193,0.025526486,0.19507061,0.65442437,0.011533495,0.8714187,0.67579347,0.04087814,0.36819375,0.7551817,0.12427608,0.18719697,1.9109074
555,BRACS_1324_PB_7,1.8442551,1.2036151,0.45954564,0.25586405,0.18351181,0.4041152,0.07194195,0.08819863,1.5652567,0.42336217,0.90172297,2.0831563,0.90757364,0.1945043,0.105927795,-0.0020340222,0.787863,0.6669588,0.5993592,2.618925,0.9863878,0.068556435,1.0662692,1.9191519,1.6587292,0.14169739,-0.016330447,0.9012395,3.8871572,3.3187551,1.3245711,0.9874546,0.007517502,0.22052032,0.89236784,0.10821335,0.2591929,1.4637009,1.5299417,2.5045362,0.7507606,0.37261122,2.0801132,0.4334425,1.0355581,4.754522,0.7374945,3.0054405,0.22031265,0.08153188,0.13530202,0.8286097,0.024212651,0.21206135,0.13461241,-0.008082378,0.4854559,0.36410758,0.013793179,0.32036966,1.252533,0.85167205,-0.004609567,4.216023
556,BRACS_1324_PB_8,0.902517,1.4529002,0.48955005,0.49804792,0.33747458,0.26318723,0.70804965,0.10536593,1.0113693,0.38241836,1.1985962,1.0614347,0.9087662,0.21838109,0.29555255,0.12257333,1.6362742,0.29919478,0.9200644,1.3032949,0.3207302,0.5214198,0.2872507,1.7564512,0.80569345,0.21503669,0.27607477,0.5591767,1.9508032,1.8626037,1.2836802,1.2735947,0.108833835,0.8025987,1.0719255,0.57649004,0.78597033,0.90256613,0.4479297,1.5482644,0.85380477,0.51611215,0.62608576,0.14492987,1.0480276,1.8864299,0.82681066,1.7306163,0.89707476,0.47574696,0.44675887,0.42215863,0.19757742,0.25587824,0.2614389,0.042157345,0.4558842,0.8881979,0.14557675,0.3523146,0.50965846,0.14432874,0.0999921,1.6869993
557,BRACS_1324_PB_9,0.701185,1.3054982,0.55207133,0.6811137,0.6983107,0.107103236,0.78534454,0.16422404,0.67054844,0.6269304,0.82896537,1.1490635,1.0237864,0.29273412,0.70586926,0.008542108,1.5169328,0.8851707,0.56558,1.1659044,0.2366235,0.46029463,1.1715244,1.8794708,1.3222779,0.0058106086,0.21469715,1.2594361,1.8109449,1.606009,1.1542573,0.9258102,0.22554424,0.73406476,0.84055245,0.4050184,0.5877096,1.0528184,0.09757462,1.5140432,0.61266637,1.2274413,0.4709887,0.04328457,0.48999393,2.317393,0.48878902,1.8143935,0.62965,0.42573097,0.19527315,0.56147957,0.13673817,0.38921076,0.9960065,0.20463972,0.9458616,0.95967335,0.0660792,0.27126142,0.78128386,0.25524667,0.4727969,1.6910805
558,BRACS_1325_PB_12,0.618937,1.1972027,0.20043778,0.23839754,0.17325091,0.5970473,0.14435716,0.3497387,0.76831937,0.7744716,0.6194981,1.9177713,0.7721379,0.21808754,0.782914,0.008570165,0.8775538,0.53049225,0.63754547,0.60703063,0.8009626,0.14347269,0.70563215,2.4658654,0.64085174,0.22892436,0.022355454,1.3148527,2.0426073,2.2920983,0.7899804,0.98396474,0.12035095,0.2784024,1.3149415,0.028606303,0.11236137,0.52650017,0.95896584,1.2598877,1.0494045,1.1492647,1.3020723,0.0017379068,1.1526434,2.292216,0.9871976,2.495342,0.2587924,0.06619777,0.15194108,1.1147561,0.015713565,0.27692938,0.65152645,-0.0061116037,1.2521816,0.45822102,0.08389704,0.46547872,0.5093739,0.17904818,0.2471951,1.5714782
559,BRACS_1325_PB_14,1.1537555,1.5840428,0.30347598,0.4395929,0.24471886,0.4858521,0.14238015,0.05721981,1.2923073,0.42001998,1.275965,2.2933292,1.1518271,0.18307981,0.39543864,-0.009158784,1.1510125,0.3967802,0.9939415,1.6000844,0.6969562,0.15615678,0.592962,2.309304,1.0284312,0.02772805,0.000592543,1.1750247,2.9838104,2.9524283,1.1947451,1.4242574,-0.008336874,0.34224322,1.0316076,0.10361322,0.183478,1.2036223,0.7107768,2.1137557,0.90017086,0.9933299,1.4723215,0.10244491,1.3013015,3.4825723,0.97193563,2.4762805,0.47862154,0.08185297,0.1557304,0.93597335,0.016221266,0.15340354,0.395356,-0.013171336,0.89345163,0.6381553,0.019450948,0.58650035,0.8311217,0.1930259,0.028079992,2.9280767
560,BRACS_1325_PB_2,0.8425542,1.497201,0.20109764,0.18171325,0.021979963,0.775612,0.15363753,0.10144033,1.2253792,0.7082506,1.0861275,2.060993,0.8126638,0.016466442,0.52290106,0.0120258,0.9498005,0.26758286,0.9684724,0.81952554,0.73066646,0.12337091,0.2699682,2.5158331,0.7497301,0.31648722,0.00773172,0.92699903,2.403166,2.736889,0.9038087,1.5798851,0.009590241,0.28141809,1.5776148,0.032450154,0.10153979,0.5395391,1.2839513,1.4878132,1.2939559,0.7178414,1.661139,0.0904641,1.8617886,2.0655475,1.1834948,2.7989569,0.37817696,0.06954492,0.17859569,0.961544,0.015179332,0.05616957,0.32199934,-0.0060936348,0.7357451,0.62152267,0.030438755,0.47112757,0.599014,0.09399905,0.0026874535,1.8138592
561,BRACS_1325_PB_3,0.8341555,1.5163462,0.5426742,0.73438466,0.45913354,0.39701992,0.7034382,0.05807525,0.8817942,0.7155602,0.58381695,1.6585429,1.3577815,0.19276004,0.6902895,-0.0024169215,1.5052443,0.60572565,0.5286262,0.8727249,0.2655063,0.2832319,0.81143874,2.195984,1.0773598,0.020744292,0.07265005,1.3941594,1.7550554,1.6603423,1.044214,0.8036088,0.08896022,0.68098825,1.0190243,0.30575117,0.41059574,0.65788245,0.37897024,1.3168503,0.74921036,1.3428345,0.6210358,0.17017046,0.71816736,2.1574903,0.7945739,2.0962903,0.5024665,0.40213767,0.10571356,0.871895,0.06326657,0.15698771,0.8787692,0.12352084,1.0604346,1.0599366,0.024472244,0.5743515,0.5378604,0.11423048,0.27197015,1.5657533
562,BRACS_1325_PB_9,0.75275415,1.7512885,0.21201932,0.27395424,0.0040739514,0.9786499,0.0518492,0.17985237,1.2469121,0.83992535,1.2763308,2.5460684,0.9449076,0.019374453,0.50944763,0.0019598384,0.83844304,0.18679875,1.0968143,0.8502148,0.95190775,0.10874295,0.26441923,2.8778753,0.78127235,0.3274368,-0.008883296,1.2283579,3.0221531,3.367726,1.1197171,2.0428836,-0.004734194,0.2566568,1.9810418,0.024656909,0.058118723,0.68036693,1.5599296,1.8037,1.5850599,0.9694431,1.9775516,0.20294249,2.089351,2.445047,1.4334841,3.40869,0.48593405,0.031922635,0.1951372,1.2322694,0.01567184,0.07639042,0.5052169,-0.009459873,0.9562462,0.5364779,0.037026968,0.42659497,0.7244285,0.14973871,-0.0067902706,1.896031
563,BRACS_1329_PB_1,1.026202,1.2494533,0.52500397,0.3717203,0.28861508,0.18851346,0.49811062,0.23416016,0.58168685,0.58191115,0.71450204,1.0605735,0.8863038,0.1748063,0.49764648,0.011074286,1.0473559,0.8306258,0.43903276,1.0733984,0.14443941,0.17379655,0.9670961,2.226852,1.2685984,0.041741922,0.078289434,0.8660417,2.025593,2.2034209,1.0416989,0.9602913,0.06569644,0.4154225,1.0035285,0.16260192,0.22067204,0.52831817,0.4442635,1.4080341,0.7923778,0.75366277,0.69323754,0.058241233,1.0386765,2.2319543,0.35462138,2.100741,0.2534248,0.29830056,0.083064914,0.37532377,0.081682555,0.13726547,0.5749851,0.10515969,0.73501956,0.85784465,0.06132035,0.2430518,0.8068349,0.16647679,0.37980458,1.7614948
564,BRACS_1329_PB_2,0.8682329,0.7207993,0.1731374,0.065073445,0.0068843304,0.18721415,0.0838902,0.14581,0.6672835,0.47212067,1.1730229,1.6294212,0.26316112,0.071618244,0.2614845,0.049035307,0.40377036,0.6053966,0.9091013,1.0706755,0.43944287,0.111312315,0.6033977,1.9532409,0.8098014,0.024415933,0.005264348,0.48958135,2.5438993,2.9944208,0.7355521,1.3219148,0.000721238,0.14572372,1.0402628,0.039353173,0.075456254,0.94575286,1.0680208,1.4882157,1.0895275,0.41009742,1.4946698,0.037994534,1.7708665,2.115043,0.58941853,2.0809982,0.32759356,0.05109891,0.101300776,0.3989141,0.019604532,0.12856457,0.12952062,0.005413145,0.5556734,0.3855745,0.021532096,0.041812114,0.9168421,0.20953424,0.0751065,2.0588174
565,BRACS_1329_PB_3,0.7880778,0.85439515,0.3824002,0.38140103,0.2659125,0.09369756,0.2873332,0.044808146,0.5627478,0.409233,0.5931293,1.0697938,0.8159079,0.15399279,0.44109562,-0.0001323772,0.66587025,0.7215917,0.55583435,0.8927022,0.10484704,0.14410962,0.88433576,1.4181274,0.94179577,0.0025533924,0.079492025,0.7980453,1.5742201,1.6440609,0.639458,0.63788515,0.06123256,0.30434436,0.56060886,0.17591552,0.21652102,0.79864734,0.33544028,1.2299582,0.42709798,0.96615887,0.5228911,0.102791324,0.6228905,1.9685225,0.36009777,1.2395883,0.31227085,0.17265451,0.072413966,0.46178457,0.15221184,0.21176964,0.53900677,0.10742377,0.6332329,0.6987014,0.004476412,0.20255232,0.6871209,0.20613037,0.24875048,1.6252022
566,BRACS_1329_PB_4,1.6476505,1.7929887,0.8294802,0.27452153,-0.024464192,-0.006915557,0.74383634,-0.021486126,1.3633517,0.32330248,2.9876525,2.4496665,0.7379851,-0.014395572,0.13915873,0.04352152,1.6174153,0.52634305,1.4841528,2.9504368,0.9488627,0.46381482,0.120563895,2.2510622,2.2851176,-0.012087231,0.047157075,0.3303965,4.9459147,4.9544406,2.4290006,3.1793118,-0.007906911,0.71491647,1.9748567,0.6066414,0.43857718,1.4951464,1.2873834,2.930933,1.9099246,-0.0064910823,2.2307448,0.22687684,2.9478974,2.2865582,1.030914,3.093028,1.1683232,0.71679395,0.39112556,0.059879746,0.10946029,-0.0044334433,0.044993237,0.04964594,0.19842777,0.9406297,-0.019175366,0.17726123,1.675293,0.18153046,0.0013917523,3.5051434
567,BRACS_1329_PB_5,0.81253964,1.2768602,0.7653152,0.33586574,0.21610174,0.14696418,0.53847444,0.06345673,0.79592854,0.24949051,1.8607012,1.5370239,0.8176451,0.3747173,0.045788467,0.49780577,1.4585792,0.22011445,0.7325042,1.2017,0.69684106,0.48922914,0.051002543,1.5268027,0.9456808,0.07501849,0.08443817,0.55125004,2.2193952,2.2959251,1.1343265,1.9342197,0.03205024,0.58104146,0.8730245,0.39224297,0.6268457,1.5511428,0.4200416,1.970033,1.0852989,0.38316992,1.0321906,0.10136988,1.4580303,1.1252483,0.7305647,1.549717,0.667778,0.6356903,0.4043987,0.4587596,0.09551251,0.46157464,0.09268641,0.18637255,0.29335722,1.0046163,0.14236686,0.12201979,0.48130408,0.17997849,0.017027613,1.5505676
568,BRACS_1330_PB_1,0.81395096,2.0609238,0.31084773,0.6193916,0.058988336,0.7629745,0.21677671,0.08160708,1.2677436,0.63277334,1.1495581,3.0102992,1.6171458,0.08869183,0.7165165,0.008586087,1.3618525,0.23550344,0.9929488,1.1725149,0.83726484,0.15350756,0.50256765,2.6961596,0.88400334,0.09700619,0.041684147,1.8840096,2.486482,2.4866707,1.0217814,1.2028133,-0.0073688184,0.39923823,1.0565618,0.20698883,0.31376743,0.936831,0.9263376,2.0849874,0.8799837,1.6081568,1.3296152,0.22619528,1.208367,3.52665,1.1863476,2.7347128,0.5591817,0.11218646,0.16484824,1.5156901,0.03547014,0.09316385,0.8002099,-0.016706796,1.1126592,0.84498733,0.041669726,0.8863955,0.79254127,0.035854355,-0.004635385,2.5592403
569,BRACS_1330_PB_2,0.65888876,1.5476604,0.3685831,0.38893852,0.18519513,0.10765734,0.2789159,0.08467271,0.82746553,0.496989,1.2730118,1.4715215,0.8622671,0.088999584,0.41864413,0.03508864,1.3878111,0.46028322,1.1040335,1.0616792,0.40527216,0.37259215,0.54157287,2.2948604,0.6941667,-0.0030132867,0.083048195,0.8711175,2.3677366,2.4411209,1.1808424,1.4766372,0.03510503,0.3841546,1.207205,0.18928654,0.39121774,0.96744776,0.23985602,1.9265562,1.0854467,0.96151525,1.015082,0.029078618,1.3775188,2.4411228,0.90070516,2.2124083,0.9554619,0.10895211,0.25007412,0.61472946,0.14192125,0.22255918,0.48577276,0.009534935,0.8057261,0.9325693,0.034061376,0.44044316,0.40851554,0.12116235,0.10842273,2.0860786
570,BRACS_1330_PB_3,0.9439344,1.3466846,0.28921178,0.39581463,0.038015492,0.33671746,0.20846161,0.048468396,1.1233503,0.48475215,1.4169407,2.2063107,0.9466242,0.04926741,0.36410654,0.0042808973,1.0780334,0.38787588,1.2225453,1.5153229,0.6857477,0.20862089,0.5717084,2.335894,1.1211275,0.020220753,0.009730405,1.0753746,2.8140407,2.9374247,1.1396711,1.4819326,0.0034417552,0.36962992,1.1248571,0.11326851,0.1732119,1.0735803,1.0383683,2.0362365,0.93207645,0.7325602,1.4850273,0.17354454,1.8020223,2.8791156,0.8491119,2.4992785,0.69320965,0.08859804,0.18857054,0.69373256,0.06274515,0.030652829,0.42461464,-0.011005862,0.6304049,0.76722336,0.021839343,0.37550288,1.009009,0.04908885,0.008164955,2.5981107
571,BRACS_1330_PB_4,0.700873,1.1315885,0.23160835,0.18081693,0.054031968,0.23924395,0.38034725,0.17928524,1.2728623,0.373073,2.430895,1.9581877,0.3987802,0.10356106,0.119507,0.34194785,1.2604145,0.39843726,1.9310447,1.5651126,1.302266,0.63701373,0.35444912,2.2589664,0.8639981,0.10709737,0.20647359,0.39061633,3.6073596,3.873261,1.5662624,2.5106716,0.034045964,0.49579164,1.7788337,0.36628503,0.6494656,1.3500838,1.1518817,2.1352463,1.7776842,0.123718224,2.223725,0.06919155,2.8637955,1.704013,1.5100194,2.630294,1.2982103,0.23960374,0.64990383,0.39643016,0.27400813,0.26646653,0.024642253,0.03005506,0.65043306,0.57867,0.1351163,0.03859461,0.78903353,0.123632595,0.0115433885,2.0707333
572,BRACS_1336_PB_1,0.6196985,1.4914888,0.66035855,0.8806793,0.7616111,0.14761263,1.0793538,0.22442998,0.85899866,0.5955095,0.88259745,1.0187263,1.1628778,0.38210383,0.6693571,0.022227867,1.9262469,0.6100777,0.52444744,1.0344346,0.13527262,0.5714047,0.72687274,1.8351808,1.1303791,0.033474375,0.36620483,1.0915374,1.4786967,1.260966,1.2011291,0.90973395,0.31587315,0.87692404,0.87008667,0.56818974,0.72156507,0.6730591,0.06605271,1.3794407,0.65584785,1.2043096,0.3485434,0.23285623,0.62033,1.8451283,0.5603718,1.6206901,0.7377746,0.7036741,0.1810946,0.52464324,0.23785433,0.26932034,0.7971143,0.19958842,0.8536892,1.2129692,0.08826952,0.5722135,0.5414037,0.09096761,0.4194924,1.4999826
573,BRACS_1336_PB_2,0.50571704,1.1209942,0.3988626,0.56260335,0.46573383,0.30667004,0.6198116,0.14837854,0.6859311,0.7125467,0.5059547,1.4951692,1.0034115,0.29365218,0.91396886,0.007149168,1.3261497,0.60696656,0.5277995,0.5411494,0.3247669,0.32281885,0.7604869,1.7791201,0.7861499,0.09300479,0.18398945,1.210726,1.0725594,1.0910188,0.73873115,0.65444624,0.25850314,0.54505545,0.84830356,0.28122887,0.35340983,0.48929954,0.34174222,0.9910268,0.5922262,1.3457286,0.45254114,0.0747521,0.59403104,1.4698412,0.72332025,1.5301774,0.47770497,0.37084845,0.10368907,0.8845174,0.11351385,0.1913458,0.8362898,0.0964887,0.9268438,0.849163,0.04572233,0.53750205,0.4960328,0.06147793,0.37333176,1.19644
574,BRACS_1336_PB_3,0.6631701,1.4498519,0.45531902,0.63299733,0.5736778,0.23904361,0.7170543,0.24727038,0.7625765,0.651285,0.80236024,1.2726659,1.0497943,0.39088953,0.74608433,0.043532863,1.7169458,0.57292217,0.55495954,0.87806493,0.2860773,0.46156242,0.70808554,2.116262,0.9615869,0.06742709,0.23435912,1.2043867,1.6206211,1.5308019,1.0840416,0.9696459,0.23748949,0.68105274,1.0134025,0.32347474,0.53554046,0.6421372,0.19821918,1.3870636,0.75586915,1.2027011,0.4982922,0.09138054,0.7148202,2.1020339,0.66077113,1.8664205,0.63141525,0.4291532,0.20606554,0.7226844,0.11767192,0.33517635,0.7510024,0.08275894,1.0026474,1.0248958,0.10608802,0.5598897,0.52586544,0.12305122,0.38210753,1.5738069
575,BRACS_1336_PB_4,0.55312324,1.3321586,0.41804183,0.7402414,0.6210814,0.23212112,0.7141855,0.14971568,0.64942867,0.88803166,0.68002063,1.7289482,1.1632257,0.4376306,1.1149069,0.014466897,1.4811635,0.92918247,0.5551201,0.70635533,0.21977839,0.48813275,1.1010735,1.916732,1.0515361,0.014913759,0.24270603,1.5305531,1.4202125,1.3674188,0.9626205,0.7970166,0.34169948,0.6188367,0.87432414,0.32523483,0.539147,0.67412394,0.18384619,1.1414179,0.66772807,1.8550472,0.40461302,0.057560444,0.5701448,1.8390272,0.69755423,1.6165632,0.61348844,0.39985645,0.17200501,1.0117413,0.1124889,0.29223654,1.110394,0.13333347,1.362358,0.89118874,0.043896362,0.48712906,0.54703856,0.09862407,0.53252953,1.2433413
