,image_name,image_label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9
209,BRACS_281_N_5,0,10.330875,6.6172075,0.0,6.114751,0.0,9.251167,0.0,0.0,0.0,4.4446135
210,BRACS_281_N_7,0,6.351681,4.1851854,0.0,3.7655742,0.0,5.7409286,0.0,0.0,0.0,2.7330945
211,BRACS_281_N_8,0,12.588504,8.857828,0.0,7.447909,0.0,10.513266,0.0,0.0,0.0,5.216004
212,BRACS_281_N_9,0,10.875368,6.9258566,0.0,6.2816324,0.0,9.627935,0.0,0.0,0.0,4.6358643
213,BRACS_283_N_10,0,8.83019,5.9962077,0.0,5.58258,0.0,7.407939,0.0,0.0,0.0,3.7002847
214,BRACS_283_N_12,0,7.452977,4.8646455,0.0,4.5144825,0.0,6.526496,0.0,0.0,0.0,3.1943893
215,BRACS_283_N_13,0,10.496928,7.3078227,0.0,6.425328,0.0,8.778576,0.0,0.0,0.0,4.38175
216,BRACS_283_N_16,0,9.608786,6.710605,0.0,5.801703,0.0,8.070226,0.0,0.0,0.0,4.0291195
217,BRACS_283_N_18,0,3.1910987,2.174468,0.0,2.0275373,0.0,2.9134457,0.20263693,0.0,0.30828637,1.407599
218,BRACS_283_N_19,0,5.189217,3.7995434,0.0,3.0764217,0.0,4.531935,0.0,0.0,0.0,2.2332876
219,BRACS_283_N_21,0,14.351816,9.816076,0.0,9.149571,0.0,11.741869,0.0,0.0,0.0,5.936486
220,BRACS_283_N_24,0,3.3050017,2.2800932,0.0,2.1014113,0.0,3.166518,0.0,0.0,0.0,1.5197294
221,BRACS_283_N_26,0,9.029154,6.2886963,0.0,5.560974,0.0,7.557459,0.0,0.0,0.0,3.7757227
222,BRACS_283_N_28,0,10.190627,7.0210776,0.0,6.352759,0.0,8.561225,0.0,0.0,0.0,4.270485
223,BRACS_283_N_29,0,7.476828,4.970395,0.0,4.37565,0.0,6.627369,0.0,0.0,0.0,3.1986067
224,BRACS_283_N_3,0,7.9242373,5.6498156,0.0,4.73612,0.0,6.576056,0.0,0.0,0.0,3.3399713
225,BRACS_283_N_33,0,7.0909243,4.649806,0.0,4.3125033,0.0,6.5259266,0.0,0.0,0.22428486,2.983853
226,BRACS_283_N_35,0,7.3976574,5.1878114,0.0,4.4361277,0.0,6.305903,0.0,0.0,0.0,3.1380222
227,BRACS_283_N_38,0,7.9215264,5.121342,0.0,4.5930004,0.0,7.2119555,0.0,0.0,0.0,3.439234
228,BRACS_283_N_40,0,8.687083,6.098252,0.0,5.3070283,0.0,7.2829614,0.0,0.0,0.0,3.6413324
229,BRACS_283_N_42,0,16.109848,11.286482,0.0,9.4470825,0.0,13.270808,0.0,0.0,0.0,6.6460123
230,BRACS_283_N_44,0,10.747188,7.434685,0.0,6.332674,0.0,9.097851,0.0,0.0,0.0,4.5176654
231,BRACS_283_N_48,0,9.249609,6.2824287,0.0,5.5661545,0.0,7.8569884,0.0,0.0,0.0,3.8927462
232,BRACS_283_N_6,0,8.887953,6.178763,0.0,5.4135866,0.0,7.4668045,0.0,0.0,0.0,3.7397637
233,BRACS_283_N_7,0,10.780262,7.339254,0.0,6.805023,0.0,9.047928,0.0,0.0,0.0,4.499125
234,BRACS_283_N_8,0,14.259625,9.938087,0.0,8.67849,0.0,11.841756,0.0,0.0,0.0,5.883391
235,BRACS_286_N_14,0,8.12347,5.227828,0.0,4.559495,0.0,7.2179527,0.0,0.0,0.06455006,3.4480474
236,BRACS_286_N_25,0,10.718579,7.406585,0.0,6.3490043,0.0,9.075381,0.0,0.0,0.0,4.464768
237,BRACS_286_N_27,0,7.456296,4.8956656,0.0,4.4039416,0.0,6.6567407,0.0,0.0,0.0,3.196243
238,BRACS_286_N_28,0,1.9780978,1.5275897,0.0,1.2606587,0.0,1.9543447,0.2481564,0.0,0.20324293,0.88872176
239,BRACS_286_N_32,0,1.7070603,1.3012788,0.0,1.1412086,0.0,1.6400129,0.31008896,0.0,0.12105568,0.7778415
240,BRACS_286_N_9,0,17.97657,12.225446,0.0,10.585536,0.0,15.223292,0.0,0.0,0.0,7.4592705
241,BRACS_288_N_10,0,7.3321123,4.979754,0.0,4.540197,0.0,6.2986245,0.0,0.0,0.0,3.1040065
242,BRACS_288_N_11,0,2.5417771,1.775037,0.0,1.5822455,0.0,2.5240424,0.0,0.0,0.0,1.1757342
243,BRACS_288_N_12,0,11.409931,8.008003,0.0,6.7809644,0.0,9.519973,0.0,0.0,0.0,4.7293625
244,BRACS_288_N_13,0,5.903064,3.7388606,0.0,3.5920963,0.0,5.4536667,0.0,0.0,0.0,2.5818708
245,BRACS_288_N_2,0,13.973645,9.225817,0.0,8.062593,0.0,12.698559,0.0,0.0,0.575629,5.936721
246,BRACS_288_N_4,0,5.494696,3.8180003,0.0,3.2010534,0.0,5.0121465,0.0,0.0,0.0,2.4069521
247,BRACS_288_N_7,0,5.868558,4.216855,0.0,3.5799322,0.0,5.204193,0.0,0.0,0.0,2.5002627
248,BRACS_288_N_8,0,3.5632024,2.2790947,0.0,2.3177667,0.0,3.476343,0.0,0.0,0.0,1.6227993
249,BRACS_288_N_9,0,3.2613482,2.2025347,0.0,2.0606282,0.0,3.169027,0.0,0.0,0.0,1.4831967
250,BRACS_292_N_12,0,11.648276,7.867389,0.0,6.976383,0.0,9.963822,0.0,0.0,0.0,4.869796
251,BRACS_292_N_2,0,17.373465,11.5089855,0.0,10.672882,0.0,14.593664,0.0,0.0,0.0,7.2106323
252,BRACS_292_N_5,0,16.2492,10.961381,0.0,9.652552,0.0,13.811531,0.0,0.0,0.0,6.74838
253,BRACS_295_N_26,0,10.799739,7.492136,0.0,6.5116377,0.0,9.1312475,0.0,0.0,0.0,4.4997516
254,BRACS_295_N_6,0,3.6566992,2.556407,0.0,2.279747,0.0,3.2098646,0.0,0.0,0.0,1.5736305
255,BRACS_297_N_10,0,16.789572,11.445421,0.0,9.679519,0.0,14.083396,0.0,0.0,0.0,6.9673157
256,BRACS_297_N_11,0,7.4656744,5.260041,0.0,4.402602,0.0,6.30261,0.0,0.0,0.0,3.1530368
257,BRACS_297_N_19,0,10.2817545,7.0617695,0.0,6.112416,0.0,8.724835,0.0,0.0,0.0,4.3053775
258,BRACS_297_N_20,0,10.485401,7.2308297,0.0,6.3981743,0.0,8.93708,0.0,0.0,0.0,4.368704
259,BRACS_297_N_26,0,11.9620075,8.337373,0.0,7.215317,0.0,9.913784,0.0,0.0,0.0,4.9723167
260,BRACS_297_N_3,0,10.817132,7.410032,0.0,6.361524,0.0,8.892567,0.0,0.0,0.0,4.471636
261,BRACS_297_N_31,0,10.033059,7.2098703,0.0,5.9596725,0.0,8.446759,0.0,0.0,0.0,4.196592
262,BRACS_297_N_6,0,23.09359,15.931379,0.0,13.416105,0.0,18.9207,0.0,0.0,0.0,9.40943
263,BRACS_297_N_8,0,16.553623,11.666257,0.0,9.712096,0.0,13.680549,0.0,0.0,0.0,6.84441
264,BRACS_298_N_4,0,11.626964,8.123865,0.0,6.7854633,0.0,9.713489,0.0,0.0,0.0,4.855991
265,BRACS_298_N_8,0,19.366383,13.037121,0.0,11.807944,0.0,16.052526,0.0,0.0,0.0,8.01875
266,BRACS_300_N_10,0,4.1717596,3.004016,0.0,2.4855258,0.0,3.6653256,0.0,0.0,0.22435343,1.7926142
267,BRACS_300_N_11,0,11.643905,8.178566,0.0,6.8806925,0.0,9.711937,0.0,0.0,0.0,4.8536882
268,BRACS_300_N_12,0,10.225952,7.097214,0.0,6.1573577,0.0,8.591971,0.0,0.0,0.0,4.27619
269,BRACS_300_N_13,0,7.6896935,5.2739167,0.0,4.589704,0.0,6.7249646,0.0,0.0,0.0,3.2811425
270,BRACS_300_N_14,0,8.880684,6.081153,0.0,5.206422,0.0,7.7502117,0.0,0.0,0.0,3.7841187
271,BRACS_300_N_15,0,13.147571,9.24812,0.0,7.898552,0.0,10.833861,0.0,0.0,0.0,5.4507794
272,BRACS_300_N_2,0,8.292406,5.7192335,0.0,4.9572477,0.0,7.1876435,0.0,0.0,0.0,3.540186
273,BRACS_300_N_3,0,8.96477,6.054418,0.0,5.2563233,0.0,7.912391,0.0,0.0,0.0,3.836271
274,BRACS_300_N_4,0,8.803435,6.1801634,0.0,5.206599,0.0,7.485937,0.0,0.0,0.0,3.7153745
275,BRACS_300_N_5,0,8.123147,5.752933,0.0,4.887763,0.0,6.8329806,0.0,0.0,0.0,3.4031172
276,BRACS_300_N_6,0,8.711671,6.054005,0.0,5.184364,0.0,7.499049,0.0,0.0,0.0,3.695501
277,BRACS_300_N_7,0,10.046471,6.7682543,0.0,6.2173595,0.0,8.50454,0.0,0.0,0.0,4.224323
278,BRACS_300_N_8,0,14.903979,10.087765,0.0,8.821788,0.0,12.571918,0.0,0.0,0.0,6.198894
279,BRACS_300_N_9,0,6.766816,4.8348327,0.0,4.1187344,0.0,5.794578,0.0,0.0,0.0,2.8586814
280,BRACS_301_N_3,0,7.644879,5.2930593,0.0,4.6741934,0.0,6.5925097,0.0,0.0,0.0,3.183985
281,BRACS_311_N_12,0,12.698789,8.5357895,0.0,7.677016,0.0,10.716054,0.0,0.0,0.0,5.305261
282,BRACS_311_N_23,0,4.174316,2.9671679,0.0,2.5102212,0.0,3.732303,0.0,0.0,0.0,1.8157606
283,BRACS_311_N_50,0,5.215089,3.479423,0.0,3.0855339,0.0,4.7274423,0.0,0.0,0.0,2.28313
284,BRACS_311_N_51,0,10.316689,6.93646,0.0,6.2991343,0.0,8.902202,0.0,0.0,0.0,4.359013
285,BRACS_311_N_58,0,9.588917,6.6887836,0.0,5.640896,0.0,8.022825,0.0,0.0,0.0,4.0226283
286,BRACS_311_N_68,0,15.334722,9.959068,0.0,9.190322,0.0,13.064303,0.0,0.0,0.0,6.476502
287,BRACS_311_N_8,0,6.365154,4.5226536,0.0,3.7283661,0.0,5.523008,0.0,0.0,0.0,2.7376037
288,BRACS_311_N_80,0,5.312921,3.814528,0.0,3.1603715,0.0,4.584922,0.0,0.0,0.0,2.279262
289,BRACS_734_N_10,0,8.24654,5.8501015,0.0,4.922452,0.0,7.0146203,0.0,0.0,0.0,3.485587
290,BRACS_734_N_103,0,4.478081,3.2799587,0.0,2.6164942,0.0,4.0115123,0.0,0.0,0.0,1.9611086
291,BRACS_734_N_14,0,9.191352,6.431976,0.0,5.5895467,0.0,7.635358,0.0,0.0,0.0,3.8398154
292,BRACS_734_N_19,0,6.127634,4.287251,0.0,3.7156553,0.0,5.331662,0.0,0.0,0.0,2.6232314
293,BRACS_734_N_24,0,5.598384,3.9827538,0.0,3.2527523,0.0,4.9971776,0.0,0.0,0.0,2.4308414
294,BRACS_734_N_26,0,5.0664268,3.6413016,0.0,2.9397187,0.0,4.553623,0.0,0.0,0.0,2.2149427
295,BRACS_734_N_3,0,4.8037643,3.5601468,0.0,2.8216968,0.0,4.2664557,0.0,0.0,0.0,2.091237
296,BRACS_734_N_31,0,7.91347,5.519895,0.0,4.697211,0.0,6.832361,0.0,0.0,0.0,3.3628454
297,BRACS_734_N_32,0,9.339138,6.2058077,0.0,5.65858,0.0,7.9855905,0.0,0.0,0.0,3.9405882
298,BRACS_734_N_40,0,6.5793705,4.595005,0.0,3.882614,0.0,5.737655,0.0,0.0,0.0,2.8196456
299,BRACS_734_N_44,0,5.8679056,4.214578,0.0,3.465148,0.0,5.107279,0.0,0.0,0.0,2.522661
300,BRACS_734_N_53,0,4.6964536,3.4071913,0.0,2.7719939,0.0,4.1564875,0.0,0.0,0.0,2.048065
301,BRACS_734_N_56,0,5.824872,4.023556,0.0,3.3281393,0.0,5.2472763,0.0,0.0,0.0,2.523496
302,BRACS_734_N_6,0,6.656703,4.528092,0.0,3.9269974,0.0,5.933999,0.0,0.0,0.0,2.8862624
303,BRACS_734_N_67,0,5.939324,4.1812525,0.0,3.4395666,0.0,5.3194485,0.0,0.0,0.0,2.5821345
304,BRACS_734_N_75,0,5.294986,3.8286533,0.0,3.105701,0.0,4.7077274,0.0,0.0,0.0,2.30083
305,BRACS_734_N_89,0,6.2151403,4.376205,0.0,3.6041164,0.0,5.471392,0.0,0.0,0.0,2.6781764
306,BRACS_734_N_90,0,9.11071,6.234768,0.0,5.403559,0.0,7.841647,0.0,0.0,0.0,3.855985
307,BRACS_734_N_95,0,8.45737,5.9085107,0.0,4.893952,0.0,7.3270493,0.0,0.0,0.0,3.5950775
308,BRACS_736_N_11,0,4.7851915,3.401178,0.0,2.780421,0.0,4.331978,0.0,0.0,0.0,2.0897634
309,BRACS_736_N_3,0,3.6832798,2.684804,0.0,2.1458647,0.0,3.4363968,0.0,0.0,0.0,1.6361022
310,BRACS_736_N_4,0,5.853103,3.9662342,0.0,3.4298844,0.0,5.343009,0.0,0.0,0.0,2.5238805
311,BRACS_736_N_5,0,1.1489537,0.969779,0.0,0.6915936,0.0,1.224203,0.40143088,0.0,0.4362507,0.57601875
312,BRACS_736_N_6,0,3.9826865,2.816514,0.0,2.4071748,0.0,3.6123922,0.0,0.0,0.0,1.7440814
313,BRACS_736_N_8,0,1.122482,0.93238187,0.0,0.70225906,0.0,1.2473403,0.08037548,0.0,0.0,0.5669745
314,BRACS_747_N_35,0,4.8299427,3.1632314,0.0,2.9036574,0.0,4.605932,0.0,0.0,0.0,2.1822343
315,BRACS_749_N_14,0,3.8611312,2.7076306,0.0,2.2910812,0.0,3.5604403,0.0,0.0,0.0,1.7132028
316,BRACS_758_N_1,0,4.146463,2.8499837,0.0,2.5243998,0.0,3.7839606,0.0,0.0,0.0,1.8204192
317,BRACS_758_N_2,0,4.34271,3.0221262,0.0,2.6024592,0.0,4.029518,0.0,0.0,0.0,1.902971
318,BRACS_758_N_3,0,5.6990423,3.9512687,0.0,3.3810773,0.0,4.9973965,0.0,0.0,0.0,2.4342813
319,BRACS_760_N_1,0,2.4982977,1.6839269,0.0,1.5467744,0.0,2.5339491,0.0,0.0,0.0,1.1726794
320,BRACS_760_N_10,0,4.2946234,2.8908849,0.0,2.5831697,0.0,3.966652,0.0,0.0,0.0,1.8947256
321,BRACS_760_N_11,0,7.6341643,4.9983087,0.0,4.2907615,0.0,6.9484763,0.0,0.0,0.20120749,3.2904491
322,BRACS_760_N_12,0,3.716034,2.6311107,0.0,2.200391,0.0,3.4423244,0.0,0.0,0.0,1.6487522
323,BRACS_760_N_13,0,2.4028893,1.8130052,0.0,1.4305,0.0,2.287752,0.0,0.0,0.0,1.0903903
324,BRACS_760_N_14,0,4.6579614,3.144826,0.0,2.7513366,0.0,4.3097787,0.0,0.0,0.0,2.0584419
325,BRACS_760_N_15,0,4.5405197,3.006527,0.0,2.7606337,0.0,4.1458063,0.0,0.0,0.0,1.9937572
326,BRACS_760_N_16,0,3.6395042,2.5586214,0.0,2.1253955,0.0,3.4237463,0.0,0.0,0.0024088733,1.6101559
327,BRACS_760_N_17,0,3.3861604,2.2885294,0.0,2.0339897,0.0,3.2472093,0.0,0.0,0.0,1.5315527
328,BRACS_760_N_18,0,4.40633,3.1323714,0.0,2.584834,0.0,3.8931665,0.0,0.0,0.0,1.9096618
329,BRACS_760_N_2,0,5.448712,3.6656885,0.0,3.263524,0.0,4.985736,0.0,0.0,0.0,2.3897207
330,BRACS_760_N_3,0,2.7957902,1.9787974,0.0,1.7321795,0.0,2.6444721,0.0,0.0,0.0003161244,1.2636482
331,BRACS_760_N_4,0,4.7006297,3.1234746,0.0,2.8802915,0.0,4.3219748,0.0,0.0,0.0,2.0819426
332,BRACS_760_N_5,0,2.3000305,1.7369803,0.0,1.3201301,0.0,2.2895677,0.0,0.0,0.12842746,1.0531558
333,BRACS_760_N_6,0,1.8984144,1.2795048,0.0,1.2383709,0.0,2.0406392,0.0,0.0,0.0,0.92087084
334,BRACS_760_N_7,0,2.6912923,1.824911,0.0,1.656864,0.0,2.6463997,0.0,0.0,0.0,1.235336
335,BRACS_760_N_8,0,2.5523677,1.8214798,0.0,1.5332369,0.0,2.4975328,0.0,0.0,0.0,1.1753833
336,BRACS_760_N_9,0,2.3426747,1.7369425,0.0,1.4135759,0.0,2.2306778,0.014228672,0.0,0.06753717,1.0669299
337,BRACS_761_N_1,0,3.8826406,2.5606833,0.0,2.4022133,0.0,3.6442285,0.0,0.0,0.0,1.7440374
338,BRACS_761_N_2,0,4.5876427,3.3556643,0.0,2.716361,0.0,4.0624104,0.0,0.0,0.0,1.9978592
339,BRACS_761_N_4,0,3.993022,2.7505574,0.0,2.4749382,0.0,3.6337998,0.0,0.0,0.02954356,1.7581937
340,BRACS_773_N_33,0,3.6737502,2.7139578,0.0,2.1577797,0.0,3.3104973,0.0,0.0,0.09183504,1.6027986
341,BRACS_773_N_98,0,3.620281,2.6476274,0.0,2.1444578,0.0,3.2110624,0.0,0.0,0.23039424,1.568781
342,BRACS_1231_PB_11,1,0.13888715,0.17209738,0.0,0.024086349,0.0,0.2231881,1.2950068,0.93580055,1.3731209,0.103660986
343,BRACS_1231_PB_12,1,0.5987177,0.5481209,0.0,0.38412756,0.0,0.71217793,0.45081183,0.043823007,0.38312104,0.3208443
344,BRACS_1231_PB_13,1,0.0,0.0,0.0,0.0,0.0,0.0,2.578794,2.2503896,3.0797179,0.0
345,BRACS_1231_PB_14,1,0.7441457,0.52426285,0.0,0.3013454,0.0,0.845388,1.6458741,0.8412864,1.9894353,0.37810075
346,BRACS_1231_PB_16,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0850954,2.9354494,5.1060085,0.0
347,BRACS_1231_PB_17,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5038636,2.5793247,2.706801,0.0
348,BRACS_1231_PB_19,1,2.6407359,1.9834136,0.0,1.5579127,0.0,2.5385163,0.0,0.0,0.0,1.211893
349,BRACS_1231_PB_20,1,0.33586755,0.35587293,0.0,0.14124773,0.0,0.4929708,0.93202996,0.4584369,1.0762832,0.20540538
350,BRACS_1231_PB_22,1,0.73100954,0.6674302,0.0,0.39180422,0.0,0.8808329,0.4691754,0.0,0.66309726,0.3809139
351,BRACS_1231_PB_24,1,0.20849828,0.2298187,0.0,0.055419743,0.0,0.3159924,1.2105328,0.81682944,1.3490936,0.13826334
352,BRACS_1231_PB_29,1,0.73090416,0.63305163,0.0,0.41665202,0.0,0.83323586,0.47380903,0.002068866,0.4967644,0.3719266
353,BRACS_1231_PB_30,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0875146,1.9309403,2.3125222,0.0
354,BRACS_1231_PB_31,1,0.46483237,0.45619103,0.0,0.26490134,0.0,0.5855771,0.5452374,0.25513515,0.49613455,0.2677292
355,BRACS_1231_PB_33,1,0.0,0.0,0.0,0.0,0.0,0.0048494563,1.6906191,1.4027357,1.7659695,0.0
356,BRACS_1231_PB_34,1,0.0,0.0,0.0,0.0,0.0,0.0,2.9014025,2.6184945,3.489779,0.0
357,BRACS_1231_PB_37,1,0.66890055,0.60357827,0.0,0.38647044,0.0,0.7851708,0.5250652,0.2732492,0.46776673,0.35261476
358,BRACS_1231_PB_39,1,2.0561383,1.5971439,0.0,1.2204934,0.0,2.0244837,0.0,0.0,0.0,0.94272876
359,BRACS_1231_PB_40,1,1.8935019,1.4922831,0.0,1.097786,0.0,1.897802,0.0,0.0,0.0,0.88842064
360,BRACS_1231_PB_41,1,0.7847419,0.69960344,0.0,0.46271473,0.0,0.9133882,0.14877266,0.0,0.09517141,0.4067249
361,BRACS_1231_PB_43,1,0.0,0.0,0.0,0.0,0.0,0.0,2.2585526,1.9569827,2.66922,0.0
362,BRACS_1231_PB_44,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5986893,2.2897573,3.0824811,0.0
363,BRACS_1231_PB_46,1,0.82611305,0.6953683,0.0,0.5067334,0.0,0.8770754,0.42034265,0.0,0.41907263,0.40948752
364,BRACS_1231_PB_47,1,0.0,0.0,0.0,0.0,0.0,0.018302083,2.4928787,2.1540458,3.0387568,0.0
365,BRACS_1231_PB_48,1,0.94374764,0.76602304,0.0,0.5701779,0.0,0.97606266,0.55390954,0.005462829,0.56268483,0.45669162
366,BRACS_1231_PB_49,1,0.58440745,0.52440554,0.0,0.32589442,0.0,0.65925235,0.8904859,0.36531177,0.9677887,0.30179778
367,BRACS_1231_PB_5,1,0.25156996,0.2685924,0.0,0.109325975,0.0,0.34392753,0.93089545,0.62585706,0.9536768,0.15963688
368,BRACS_1231_PB_50,1,0.38792798,0.41304857,0.005127214,0.20186736,0.0,0.58358675,0.47679052,0.0,0.5761612,0.23431528
369,BRACS_1231_PB_55,1,0.46598434,0.44501045,0.0,0.19248901,0.0,0.6161978,1.16607,0.5880287,1.4343843,0.25791132
370,BRACS_1231_PB_56,1,2.0880184,1.523874,0.0,1.2374202,0.0,1.888366,0.42028198,0.0,0.61581606,0.91864496
371,BRACS_1231_PB_57,1,0.74236935,0.6463191,0.0,0.41976857,0.0,0.90874606,0.56498873,0.15255079,0.60567904,0.3969218
372,BRACS_1231_PB_6,1,0.3276096,0.3319345,0.0,0.15060148,0.0,0.4371919,0.944389,0.54446954,1.0141644,0.1950627
373,BRACS_1231_PB_62,1,0.55288994,0.48043892,0.0,0.35293394,0.0,0.7089335,0.542244,0.060916893,0.4206622,0.3011642
374,BRACS_1231_PB_7,1,0.0,0.0,0.0,0.0,0.0,0.08287973,2.1184375,1.7636367,2.4880078,0.0061873626
375,BRACS_1235_PB_1,1,0.34632832,0.28412503,0.0,0.15179993,0.0,0.45048115,1.3022094,0.8826049,1.3844202,0.1913166
376,BRACS_1235_PB_10,1,0.10960368,0.11892124,0.0,0.019791462,0.0,0.23282483,1.1240456,0.8175453,1.0497239,0.09080375
377,BRACS_1235_PB_13,1,1.1201732,0.937386,0.0,0.6978854,0.0,1.1625057,0.1446889,0.0,0.05827995,0.54516184
378,BRACS_1235_PB_16,1,0.44216615,0.40672892,0.0,0.24511133,0.0,0.4738044,1.094385,0.7109416,1.0944462,0.22323823
379,BRACS_1235_PB_17,1,0.7445809,0.60808855,0.0,0.46345425,0.0,0.83660775,0.65016377,0.29364464,0.5673729,0.37272194
380,BRACS_1235_PB_2,1,0.5890251,0.52729607,0.0,0.39757508,0.0,0.67438173,0.64471996,0.36787727,0.45946273,0.30733526
381,BRACS_1235_PB_20,1,0.09562364,0.11855858,0.0,0.015394885,0.0,0.19141872,1.3967925,1.1981115,1.3122324,0.07255016
382,BRACS_1235_PB_21,1,1.3119911,1.0540336,0.0,0.8126558,0.0,1.2744182,0.15997478,0.0,0.07413095,0.6153356
383,BRACS_1235_PB_22,1,0.50034565,0.47124034,0.0,0.30728865,0.0,0.5414649,1.1076974,0.72916937,1.0710585,0.2501311
384,BRACS_1235_PB_23,1,0.4235356,0.39596948,0.0,0.2600364,0.0,0.499541,1.6599519,1.4589564,1.602992,0.21341607
385,BRACS_1235_PB_24,1,1.0610081,0.85638285,0.0,0.63150924,0.0,1.1480597,0.44457263,0.10977782,0.38901946,0.5196645
386,BRACS_1235_PB_26,1,0.20639943,0.22563234,0.0,0.1247658,0.0,0.24821806,1.2167788,1.0473237,1.1116966,0.12143008
387,BRACS_1235_PB_27,1,1.1003613,0.8154371,0.0,0.6785754,0.0,1.1555207,0.5552095,0.0,0.65177757,0.5228979
388,BRACS_1235_PB_29,1,0.5346602,0.4855116,0.0,0.3030405,0.0,0.6452499,0.40748537,0.022512397,0.3158585,0.2802899
389,BRACS_1235_PB_3,1,1.1468812,0.9316185,0.0,0.70477986,0.0,1.1621411,0.16026099,0.0,0.11087099,0.5486971
390,BRACS_1235_PB_30,1,0.60208815,0.46482673,0.0,0.31392974,0.0,0.75878364,1.0348732,0.36493307,1.1401712,0.31182492
391,BRACS_1235_PB_34,1,0.675887,0.57896286,0.0,0.38920617,0.0,0.7827955,0.51550376,0.11602548,0.50454,0.34511295
392,BRACS_1235_PB_35,1,0.25257042,0.26287395,0.0,0.14721717,0.0,0.28114295,1.273307,1.0798715,1.2055258,0.13759464
393,BRACS_1235_PB_36,1,0.9291484,0.78181887,0.0,0.586334,0.0,0.9774939,0.28195867,0.0,0.19933066,0.45672643
394,BRACS_1235_PB_37,1,0.9060148,0.70237994,0.0,0.62066513,0.0,0.95449275,0.90660655,0.6316705,0.75401413,0.44377205
395,BRACS_1235_PB_4,1,1.4044389,1.1077485,0.0,0.8803039,0.0,1.3107644,0.20828272,0.0,0.100786135,0.64706755
396,BRACS_1235_PB_40,1,0.73504555,0.636353,0.0,0.47922552,0.0,0.75743985,0.7121726,0.29451117,0.5605977,0.35263506
397,BRACS_1235_PB_41,1,1.2352612,0.92162246,0.0,0.77001655,0.0,1.1999643,0.47668126,0.0,0.39776686,0.57538587
398,BRACS_1235_PB_43,1,0.9358467,0.7607139,0.0,0.50041556,0.0,1.0804322,0.41091955,0.0,0.57416475,0.45350564
399,BRACS_1235_PB_5,1,0.44563854,0.41742116,0.0,0.26445556,0.0,0.5176799,0.62583774,0.28675768,0.50167036,0.23464176
400,BRACS_1235_PB_6,1,0.50942916,0.47788957,0.0,0.32971346,0.0,0.61406094,0.51447046,0.26841405,0.32862532,0.2785398
401,BRACS_1235_PB_7,1,0.6204294,0.539407,0.0,0.3816778,0.0,0.6905543,0.6662377,0.3918552,0.5484933,0.31446308
402,BRACS_1238_PB_12,1,0.0,0.0,0.0,0.0,0.0,0.0,4.7887836,4.0694914,6.0312014,0.0
403,BRACS_1238_PB_13,1,0.0,0.0,0.0,0.0,0.0,0.0,3.184106,2.9513268,3.630493,0.0
404,BRACS_1238_PB_16,1,0.0,0.0,0.0,0.0,0.0,0.0,3.16002,2.8450737,3.8328018,0.0
405,BRACS_1238_PB_17,1,0.0,0.0,0.0,0.0,0.0,0.0,4.426675,3.9639082,5.5686035,0.0
406,BRACS_1238_PB_18,1,0.2037417,0.21949065,0.0,0.075133584,0.0,0.26390123,1.7442597,1.5213646,1.810037,0.1149075
407,BRACS_1238_PB_2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.7644498,2.4542658,3.2313807,0.0
408,BRACS_1238_PB_21,1,0.0,0.0,0.0,0.0,0.0,0.0,3.629812,3.667302,4.193469,0.0
409,BRACS_1238_PB_24,1,0.0,0.022381786,0.0,0.0,0.0,0.025282055,1.9483356,1.8721712,2.04373,0.014784316
410,BRACS_1238_PB_25,1,0.0,0.0,0.0,0.0,0.0,0.0,4.758167,4.164598,6.1196127,0.0
411,BRACS_1238_PB_26,1,0.09940333,0.09835995,0.0,0.0,0.0,0.30868423,2.128365,1.6452196,2.2447739,0.1031983
412,BRACS_1238_PB_29,1,0.0,0.0,0.0,0.0,0.0,0.0,4.199224,3.4820945,5.130848,0.0
413,BRACS_1238_PB_3,1,0.073366776,0.034330733,0.0,0.0,0.0,0.28145596,2.0114398,1.4753311,2.3913288,0.0880007
414,BRACS_1238_PB_32,1,0.0,0.0,0.0,0.0,0.0,0.0,4.579499,3.9247024,5.903681,0.0
415,BRACS_1238_PB_33,1,0.0,0.0,0.0,0.0,0.0,0.0,5.297941,4.688213,6.850919,0.0
416,BRACS_1238_PB_4,1,0.0,0.0040840544,0.0,0.0,0.0,0.060886,2.193241,1.985386,2.373357,0.0
417,BRACS_1238_PB_40,1,0.0,0.0,0.0,0.0,0.0,0.005552195,2.352552,2.182437,2.559346,0.0
418,BRACS_1238_PB_41,1,0.0,0.0,0.0,0.0,0.0,0.0,2.6595101,2.3757122,3.0746996,0.0
419,BRACS_1238_PB_45,1,0.1910648,0.21710429,0.0,0.0643142,0.0,0.29570085,1.7764761,1.6057116,1.8063766,0.11496768
420,BRACS_1238_PB_47,1,0.0,0.0,0.0,0.0,0.0,0.0,3.2194028,2.9929023,3.7461581,0.0
421,BRACS_1238_PB_51,1,0.0,0.0,0.0,0.0,0.0,0.0,4.2607775,3.7799957,5.26313,0.0
